state,county,candidate,votes_2016,votes_2020
georgia,crisp,other,126,66
georgia,crisp,the dem,2837,2986
georgia,crisp,trump,4549,4987
georgia,dade,other,226,107
georgia,dade,the dem,965,1261
georgia,dade,trump,5051,6066
georgia,dawson,other,417,197
georgia,dawson,the dem,1448,2486
georgia,dawson,trump,9900,13398
georgia,decatur,other,142,89
georgia,decatur,the dem,4124,4780
georgia,decatur,trump,6020,6758
georgia,dekalb,other,11919,4204
georgia,dekalb,the dem,251370,308227
georgia,dekalb,trump,51468,58373
georgia,dodge,other,149,56
georgia,dodge,the dem,1839,2171
georgia,dodge,trump,5021,5843
georgia,dooly,other,36,35
georgia,dooly,the dem,1872,1911
georgia,dooly,trump,1951,2159
georgia,dougherty,other,544,280
georgia,dougherty,the dem,23311,24577
georgia,dougherty,trump,10232,10454
georgia,douglas,other,1916,837
georgia,douglas,the dem,31005,42809
georgia,douglas,trump,24817,25451
georgia,early,other,65,28
georgia,early,the dem,2168,2437
georgia,early,trump,2552,2722
georgia,echols,other,19,18
georgia,echols,the dem,156,167
georgia,echols,trump,1007,1256
georgia,effingham,other,731,492
georgia,effingham,the dem,4853,7720
georgia,effingham,trump,17874,23358
georgia,elbert,other,156,66
georgia,elbert,the dem,2539,2879
georgia,elbert,trump,5292,6226
georgia,emanuel,other,90,66
georgia,emanuel,the dem,2435,2884
georgia,emanuel,trump,5335,6551
georgia,evans,other,79,35
georgia,evans,the dem,1130,1324
georgia,evans,trump,2404,2888
georgia,fannin,other,257,110
georgia,fannin,the dem,1923,2571
georgia,fannin,trump,9632,12169
georgia,fayette,other,2581,976
georgia,fayette,the dem,23284,33065
georgia,fayette,trump,35048,37952
georgia,floyd,other,1335,517
georgia,floyd,the dem,9159,12008
georgia,floyd,trump,24114,29123
georgia,forsyth,other,4908,1980
georgia,forsyth,the dem,23462,42203
georgia,forsyth,trump,69851,85122
georgia,franklin,other,205,103
georgia,franklin,the dem,1243,1593
georgia,franklin,trump,7054,9069
georgia,fulton,other,16557,6275
georgia,fulton,the dem,297051,381144
georgia,fulton,trump,117783,137240
georgia,gilmer,other,331,164
georgia,gilmer,the dem,1965,2932
georgia,gilmer,trump,10477,13429
georgia,glascock,other,17,8
georgia,glascock,the dem,138,155
georgia,glascock,trump,1235,1403
georgia,glynn,other,976,489
georgia,glynn,the dem,11775,15879
georgia,glynn,trump,21512,25616
georgia,gordon,other,587,244
georgia,gordon,the dem,3181,4384
georgia,gordon,trump,15191,19405
georgia,grady,other,147,54
georgia,grady,the dem,3013,3619
georgia,grady,trump,6053,7034
georgia,greene,other,163,91
georgia,greene,the dem,3199,4088
georgia,greene,trump,5490,7068
georgia,gwinnett,other,15189,5625
georgia,gwinnett,the dem,166153,241827
georgia,gwinnett,trump,146989,166413
georgia,habersham,other,570,232
georgia,habersham,the dem,2483,3563
georgia,habersham,trump,13190,16637
georgia,hall,other,2781,1322
georgia,hall,the dem,16180,25031
georgia,hall,trump,51733,64170
georgia,hancock,other,36,21
georgia,hancock,the dem,2701,2985
georgia,hancock,trump,843,1159
georgia,haralson,other,297,125
georgia,haralson,the dem,1475,1792
georgia,haralson,trump,9585,12331
georgia,harris,other,480,215
georgia,harris,the dem,4086,5457
georgia,harris,trump,11936,14319
georgia,hart,other,246,106
georgia,hart,the dem,2585,3157
georgia,hart,trump,7286,9464
georgia,heard,other,110,51
georgia,heard,the dem,743,824
georgia,heard,trump,3370,4516
georgia,henry,other,2985,1279
georgia,henry,the dem,50057,73276
georgia,henry,trump,45724,48187
georgia,houston,other,2096,1057
georgia,houston,the dem,22553,32232
georgia,houston,trump,35430,41534
georgia,irwin,other,63,26
georgia,irwin,the dem,891,1008
georgia,irwin,trump,2716,3134
georgia,jackson,other,915,531
georgia,jackson,the dem,4491,7642
georgia,jackson,trump,21784,29497
georgia,jasper,other,141,61
georgia,jasper,the dem,1544,1761
georgia,jasper,trump,4360,5822
georgia,jeff davis,other,91,48
georgia,jeff davis,the dem,901,1028
georgia,jeff davis,trump,4104,4695
georgia,jefferson,other,84,44
georgia,jefferson,the dem,3821,4061
georgia,jefferson,trump,3063,3537
georgia,jenkins,other,38,28
georgia,jenkins,the dem,1123,1266
georgia,jenkins,trump,1895,2161
georgia,johnson,other,31,28
georgia,johnson,the dem,1136,1222
georgia,johnson,trump,2519,2850
georgia,jones,other,285,113
georgia,jones,the dem,3961,4888
georgia,jones,trump,8305,9965
georgia,lamar,other,152,94
georgia,lamar,the dem,2270,2615
georgia,lamar,trump,5190,6330
georgia,lanier,other,81,48
georgia,lanier,the dem,806,1019
georgia,lanier,trump,1984,2509
georgia,laurens,other,367,163
georgia,laurens,the dem,6752,8073
georgia,laurens,trump,12411,14493
georgia,lee,other,327,149
georgia,lee,the dem,3170,4558
georgia,lee,trump,10646,12007
georgia,liberty,other,453,331
georgia,liberty,the dem,9556,13099
georgia,liberty,trump,6134,7959
georgia,lincoln,other,70,36
georgia,lincoln,the dem,1273,1435
georgia,lincoln,trump,2759,3179
georgia,long,other,131,95
georgia,long,the dem,1360,2033
georgia,long,trump,2626,3528
georgia,lowndes,other,1106,547
georgia,lowndes,the dem,15064,20117
georgia,lowndes,trump,21635,25691
