,precinct,office,party_detailed,party_simplified,mode,votes,county_name,jurisdiction_name,jurisdiction_fips,candidate,district,dataverse,state,writein,state_po,state_cen,state_ic,date,readme_check,magnitude
689647,PCT 001,US PRESIDENT,GREEN,OTHER,TOTAL,-1,ROOSEVELT,ROOSEVELT,35041,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689648,PCT 001,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SAN MIGUEL,SAN MIGUEL,35047,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689649,PCT 001,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689650,PCT 001,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689651,PCT 001,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,CATRON,CATRON,35003,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689652,PCT 001,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,ROOSEVELT,ROOSEVELT,35041,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689653,PCT 001,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SAN MIGUEL,SAN MIGUEL,35047,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689654,PCT 001,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689665,PCT 002,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,CATRON,CATRON,35003,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689666,PCT 002,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,ROOSEVELT,ROOSEVELT,35041,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689667,PCT 002,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,SAN MIGUEL,SAN MIGUEL,35047,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689668,PCT 002,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,SANDOVAL,SANDOVAL,35043,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689670,PCT 002,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689671,PCT 002,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,CATRON,CATRON,35003,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689672,PCT 002,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,ROOSEVELT,ROOSEVELT,35041,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689673,PCT 002,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SAN MIGUEL,SAN MIGUEL,35047,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689674,PCT 002,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689675,PCT 002,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689676,PCT 002,US PRESIDENT,GREEN,OTHER,TOTAL,-1,CATRON,CATRON,35003,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689677,PCT 002,US PRESIDENT,GREEN,OTHER,TOTAL,-1,ROOSEVELT,ROOSEVELT,35041,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689678,PCT 002,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SAN MIGUEL,SAN MIGUEL,35047,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689679,PCT 002,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689680,PCT 002,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689681,PCT 002,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,CATRON,CATRON,35003,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689682,PCT 002,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,ROOSEVELT,ROOSEVELT,35041,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689683,PCT 002,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SAN MIGUEL,SAN MIGUEL,35047,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689684,PCT 002,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689695,PCT 003,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,BERNALILLO,BERNALILLO,35001,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689696,PCT 003,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,CATRON,CATRON,35003,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689697,PCT 003,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,ROOSEVELT,ROOSEVELT,35041,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689700,PCT 003,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689701,PCT 003,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,CATRON,CATRON,35003,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689702,PCT 003,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,ROOSEVELT,ROOSEVELT,35041,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689703,PCT 003,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SAN MIGUEL,SAN MIGUEL,35047,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689704,PCT 003,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689705,PCT 003,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689706,PCT 003,US PRESIDENT,GREEN,OTHER,TOTAL,-1,CATRON,CATRON,35003,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689707,PCT 003,US PRESIDENT,GREEN,OTHER,TOTAL,-1,ROOSEVELT,ROOSEVELT,35041,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689708,PCT 003,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SAN MIGUEL,SAN MIGUEL,35047,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689709,PCT 003,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689710,PCT 003,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689711,PCT 003,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,CATRON,CATRON,35003,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689712,PCT 003,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,ROOSEVELT,ROOSEVELT,35041,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689713,PCT 003,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SAN MIGUEL,SAN MIGUEL,35047,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689714,PCT 003,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689725,PCT 004,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,CATRON,CATRON,35003,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689726,PCT 004,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,ROOSEVELT,ROOSEVELT,35041,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689730,PCT 004,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689731,PCT 004,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,CATRON,CATRON,35003,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689732,PCT 004,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,ROOSEVELT,ROOSEVELT,35041,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689733,PCT 004,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SAN MIGUEL,SAN MIGUEL,35047,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689734,PCT 004,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689735,PCT 004,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689736,PCT 004,US PRESIDENT,GREEN,OTHER,TOTAL,-1,CATRON,CATRON,35003,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689737,PCT 004,US PRESIDENT,GREEN,OTHER,TOTAL,-1,ROOSEVELT,ROOSEVELT,35041,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689738,PCT 004,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SAN MIGUEL,SAN MIGUEL,35047,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689739,PCT 004,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689740,PCT 004,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689741,PCT 004,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,CATRON,CATRON,35003,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689742,PCT 004,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,ROOSEVELT,ROOSEVELT,35041,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689743,PCT 004,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SAN MIGUEL,SAN MIGUEL,35047,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689744,PCT 004,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689755,PCT 005,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,CATRON,CATRON,35003,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689756,PCT 005,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,ROOSEVELT,ROOSEVELT,35041,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689757,PCT 005,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,SAN MIGUEL,SAN MIGUEL,35047,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689760,PCT 005,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689761,PCT 005,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,CATRON,CATRON,35003,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689762,PCT 005,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,ROOSEVELT,ROOSEVELT,35041,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689763,PCT 005,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SAN MIGUEL,SAN MIGUEL,35047,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689764,PCT 005,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689765,PCT 005,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689766,PCT 005,US PRESIDENT,GREEN,OTHER,TOTAL,-1,CATRON,CATRON,35003,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689767,PCT 005,US PRESIDENT,GREEN,OTHER,TOTAL,-1,ROOSEVELT,ROOSEVELT,35041,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689768,PCT 005,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SAN MIGUEL,SAN MIGUEL,35047,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689769,PCT 005,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689770,PCT 005,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689771,PCT 005,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,CATRON,CATRON,35003,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689772,PCT 005,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,ROOSEVELT,ROOSEVELT,35041,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689773,PCT 005,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SAN MIGUEL,SAN MIGUEL,35047,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689774,PCT 005,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689785,PCT 006,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,CATRON,CATRON,35003,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689786,PCT 006,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,ROOSEVELT,ROOSEVELT,35041,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689787,PCT 006,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,SAN MIGUEL,SAN MIGUEL,35047,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689790,PCT 006,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689791,PCT 006,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,CATRON,CATRON,35003,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689792,PCT 006,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,ROOSEVELT,ROOSEVELT,35041,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689793,PCT 006,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SAN MIGUEL,SAN MIGUEL,35047,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689794,PCT 006,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689795,PCT 006,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689796,PCT 006,US PRESIDENT,GREEN,OTHER,TOTAL,-1,CATRON,CATRON,35003,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689797,PCT 006,US PRESIDENT,GREEN,OTHER,TOTAL,-1,ROOSEVELT,ROOSEVELT,35041,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689798,PCT 006,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SAN MIGUEL,SAN MIGUEL,35047,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689799,PCT 006,US PRESIDENT,GREEN,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689800,PCT 006,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689801,PCT 006,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,CATRON,CATRON,35003,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689802,PCT 006,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,ROOSEVELT,ROOSEVELT,35041,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689803,PCT 006,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SAN MIGUEL,SAN MIGUEL,35047,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689804,PCT 006,US PRESIDENT,CONSTITUTION,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,"SHEILA ""SAMM"" TITTLE AND DAVID CARL SANDIGE",STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689815,PCT 007,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,CATRON,CATRON,35003,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689816,PCT 007,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,ROOSEVELT,ROOSEVELT,35041,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689817,PCT 007,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,SAN MIGUEL,SAN MIGUEL,35047,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689818,PCT 007,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,TOTAL,-1,SANDOVAL,SANDOVAL,35043,JO JORGENSEN,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689820,PCT 007,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689821,PCT 007,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,CATRON,CATRON,35003,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689822,PCT 007,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,ROOSEVELT,ROOSEVELT,35041,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689823,PCT 007,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SAN MIGUEL,SAN MIGUEL,35047,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689824,PCT 007,US PRESIDENT,SOCIALISM,OTHER,TOTAL,-1,SANDOVAL,SANDOVAL,35043,GLORIA LA RIVA,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
689825,PCT 007,US PRESIDENT,GREEN,OTHER,TOTAL,-1,BERNALILLO,BERNALILLO,35001,HOWIE HAWKINS,STATEWIDE,PRESIDENT,NEW MEXICO,FALSE,NM,85,66,2020-11-03,TRUE,1
